enroll_id,student_id,course_id,semester
128,26,1,2024-1
129,27,4,2024-2
130,27,6,2025-1
131,27,2,2024-2
132,27,1,2024-1
133,27,5,2025-1
134,27,7,2024-1
135,28,3,2024-2
136,28,4,2025-1
137,28,6,2024-1
138,28,7,2024-2
139,29,5,2025-1
140,29,6,2025-1
141,29,1,2025-1
142,29,7,2024-1
143,29,2,2024-1
144,30,3,2025-1
145,30,1,2024-2
146,30,4,2024-1
147,30,6,2024-1
148,30,2,2024-2
149,31,2,2025-1
150,31,3,2024-2
151,31,7,2024-2
152,31,4,2024-1
153,31,5,2024-1
154,31,1,2024-2
155,32,8,2024-1
156,32,6,2025-1
157,32,3,2024-2
158,32,2,2024-2
159,33,4,2024-2
160,33,2,2024-1
161,33,5,2024-2
162,33,8,2025-1
163,33,6,2024-1
164,33,3,2024-1
165,34,8,2024-2
166,34,3,2024-2
167,34,2,2024-1
168,34,1,2024-2
169,35,6,2024-2
170,35,3,2025-1
171,35,5,2024-2
172,35,8,2025-1
173,35,1,2024-1
174,36,2,2024-2
175,36,4,2025-1
176,36,3,2025-1
177,36,8,2025-1
178,37,2,2024-1
179,37,6,2024-1
180,37,3,2024-2
181,37,7,2024-1
182,37,8,2024-2
183,38,6,2025-1
184,38,4,2024-1
185,38,8,2024-1
186,38,5,2025-1
187,38,7,2025-1
188,38,3,2024-1
189,39,8,2024-1
190,39,5,2024-1
191,39,6,2025-1
192,39,3,2025-1
193,39,1,2024-1
194,39,7,2025-1
195,40,3,2025-1
196,40,2,2024-1
197,40,8,2025-1
198,40,5,2025-1
199,40,4,2024-2
200,40,1,2024-1
201,41,8,2024-2
202,41,7,2024-2
203,41,1,2025-1
204,41,4,2024-1
205,41,2,2025-1
206,41,3,2024-2
207,42,5,2025-1
208,42,6,2024-1
209,42,1,2025-1
210,42,4,2024-1
211,42,3,2024-1
212,42,7,2024-2
213,43,2,2024-1
214,43,5,2024-2
215,43,1,2024-2
216,43,6,2024-1
217,43,4,2024-1
218,44,7,2024-1
219,44,3,2025-1
220,44,4,2025-1
221,44,6,2025-1
222,44,5,2024-1
223,44,2,2025-1
224,45,2,2025-1
225,45,8,2024-1
226,45,5,2024-1
227,45,4,2024-1
228,45,7,2024-2
229,46,7,2024-2
230,46,5,2024-2
231,46,4,2024-1
232,46,2,2024-2
233,46,8,2024-1
234,47,2,2024-1
235,47,1,2024-1
236,47,6,2024-1
237,47,4,2025-1
238,47,7,2024-1
239,47,5,2024-2
240,48,1,2024-1
241,48,2,2025-1
242,48,6,2024-1
243,48,8,2024-1
244,48,4,2024-1
245,48,7,2025-1
246,49,4,2025-1
247,49,7,2025-1
248,49,6,2025-1
249,49,5,2024-2
250,49,3,2024-1
251,50,3,2024-2
252,50,6,2024-2
253,50,5,2024-1
254,50,2,2025-1
255,50,4,2025-1
256,51,3,2024-2
257,51,6,2025-1
258,51,7,2025-1
259,51,4,2024-2
260,51,5,2025-1
261,51,1,2024-2
262,52,7,2025-1
263,52,4,2024-2
264,52,2,2024-1
265,52,3,2024-1
266,52,8,2024-2
267,52,1,2025-1
268,53,8,2024-2
269,53,1,2025-1
270,53,5,2025-1
271,53,4,2024-1
272,54,4,2024-2
273,54,3,2024-2
274,54,2,2024-1
275,54,7,2025-1
276,54,1,2025-1
277,55,1,2025-1
278,55,3,2024-1
279,55,4,2024-1
280,55,5,2024-1
281,56,4,2024-1
282,56,8,2024-1
283,56,2,2025-1
284,56,3,2024-1
285,56,5,2025-1
286,56,1,2024-2
287,57,4,2024-2
288,57,8,2024-2
289,57,2,2024-2
290,57,5,2024-2
291,58,6,2024-1
292,58,3,2025-1
293,58,7,2024-2
294,58,8,2024-2
295,58,4,2024-1
296,58,2,2024-2
297,59,7,2024-1
298,59,1,2024-2
299,59,5,2025-1
300,59,2,2025-1
301,59,6,2025-1
302,60,7,2024-2
303,60,3,2025-1
304,60,2,2024-1
305,60,6,2024-2
306,60,8,2025-1
307,60,1,2025-1
308,61,6,2025-1
309,61,3,2024-2
310,61,4,2024-1
311,61,8,2024-1
312,61,5,2025-1
313,61,1,2025-1
314,62,3,2024-1
315,62,5,2025-1
316,62,6,2024-1
317,62,1,2024-1
318,62,7,2024-2
319,63,4,2024-1
320,63,1,2024-1
321,63,6,2025-1
322,63,2,2024-2
323,64,1,2025-1
324,64,5,2024-2
325,64,6,2024-1
326,64,7,2024-1
327,64,4,2025-1
328,65,7,2024-2
329,65,1,2024-1
330,65,8,2025-1
331,65,5,2025-1
332,65,3,2025-1
333,65,4,2024-2
334,66,2,2024-1
335,66,1,2024-1
336,66,5,2025-1
337,66,8,2025-1
338,67,6,2024-2
339,67,3,2024-2
340,67,4,2025-1
341,67,1,2024-1
342,67,7,2025-1
343,68,5,2024-1
344,68,6,2024-2
345,68,1,2024-2
346,68,7,2024-2
347,69,8,2024-2
348,69,1,2024-2
349,69,6,2025-1
350,69,7,2024-2
351,69,2,2025-1
352,69,5,2024-1
353,70,1,2024-1
354,70,2,2024-1
355,70,7,2025-1
356,70,5,2024-2
357,70,4,2025-1
358,70,6,2025-1
359,71,1,2024-1
360,71,2,2025-1
361,71,3,2024-2
362,71,8,2024-1
363,71,7,2024-2
364,71,6,2024-1
365,72,4,2025-1
366,72,5,2024-1
367,72,8,2025-1
368,72,7,2025-1
369,72,3,2024-1
370,72,2,2025-1
371,73,6,2024-2
372,73,1,2025-1
373,73,7,2025-1
374,73,4,2025-1
375,73,2,2024-2
376,73,8,2024-2
377,74,5,2024-1
378,74,7,2024-2
379,74,4,2025-1
380,74,6,2024-2
381,75,3,2025-1
382,75,6,2024-2
383,75,5,2024-1
384,75,4,2025-1
385,75,1,2024-1
386,76,5,2025-1
387,76,2,2024-2
388,76,4,2024-2
389,76,7,2024-2
390,77,2,2024-2
391,77,1,2024-2
392,77,3,2024-1
393,77,4,2024-1
394,78,3,2025-1
395,78,4,2025-1
396,78,7,2024-2
397,78,5,2024-1
398,79,2,2025-1
399,79,3,2025-1
400,79,5,2024-2
401,79,1,2024-2
402,80,5,2025-1
403,80,4,2025-1
404,80,7,2024-1
405,80,1,2025-1
406,81,3,2024-2
407,81,6,2024-2
408,81,4,2024-2
409,81,2,2024-1
410,81,5,2024-1
411,81,7,2024-1
412,82,5,2024-2
413,82,4,2024-2
414,82,3,2024-1
415,82,7,2025-1
416,82,1,2025-1
417,83,4,2024-1
418,83,8,2024-2
419,83,1,2024-2
420,83,2,2025-1
421,83,3,2024-2
422,84,8,2024-2
423,84,3,2024-2
424,84,4,2025-1
425,84,5,2025-1
426,84,2,2024-1
427,85,6,2025-1
428,85,2,2025-1
429,85,4,2025-1
430,85,3,2024-2
431,85,5,2025-1
432,86,6,2024-2
433,86,4,2024-1
434,86,3,2025-1
435,86,7,2024-1
436,87,3,2024-1
437,87,6,2024-2
438,87,5,2024-2
439,87,1,2025-1
440,87,4,2024-1
441,87,8,2024-2
442,88,8,2025-1
443,88,2,2024-1
444,88,6,2025-1
445,88,3,2024-2
446,88,7,2024-2
447,88,4,2024-1
448,89,8,2025-1
449,89,5,2024-1
450,89,4,2024-2
451,89,7,2025-1
452,89,6,2025-1
453,90,2,2025-1
454,90,1,2024-1
455,90,8,2025-1
456,90,3,2025-1
457,90,6,2025-1
458,90,5,2025-1
459,91,6,2024-1
460,91,7,2024-2
461,91,4,2024-1
462,91,1,2025-1
463,91,5,2025-1
464,92,4,2025-1
465,92,8,2025-1
466,92,3,2025-1
467,92,7,2024-1
468,92,5,2024-2
469,92,6,2024-1
470,93,2,2025-1
471,93,3,2024-1
472,93,4,2024-2
473,93,1,2024-2
474,93,5,2024-2
475,94,4,2024-1
476,94,5,2024-2
477,94,8,2025-1
478,94,3,2025-1
479,94,6,2024-2
480,95,2,2024-2
481,95,3,2025-1
482,95,1,2024-1
483,95,6,2025-1
484,95,5,2024-1
485,96,4,2025-1
486,96,5,2024-2
487,96,2,2024-2
488,96,7,2024-1
489,96,6,2024-2
490,96,8,2025-1
491,97,3,2024-2
492,97,6,2024-1
493,97,7,2025-1
494,97,4,2025-1
495,98,8,2024-1
496,98,5,2025-1
497,98,4,2024-1
498,98,6,2024-1
499,99,2,2024-2
500,99,5,2024-2
501,99,1,2024-1
502,99,7,2024-2
503,99,8,2024-1
504,100,8,2025-1
505,100,5,2024-2
506,100,6,2025-1
507,100,3,2024-1
508,100,4,2024-2
509,101,8,2025-1
510,101,5,2024-1
511,101,2,2024-2
512,101,3,2024-1
513,101,1,2024-1
514,102,2,2024-2
515,102,8,2025-1
516,102,3,2024-1
517,102,7,2025-1
518,102,4,2024-2
519,103,3,2025-1
520,103,4,2024-1
521,103,6,2024-2
522,103,5,2024-2
523,103,2,2024-1
524,104,6,2024-1
525,104,7,2024-2
526,104,4,2024-1
527,104,5,2024-2
528,105,4,2025-1
529,105,7,2025-1
530,105,8,2024-2
531,105,5,2024-2
532,106,8,2024-1
533,106,4,2025-1
534,106,6,2024-1
535,106,7,2024-1
536,106,5,2024-2
537,106,1,2024-1
538,107,4,2025-1
539,107,5,2025-1
540,107,3,2024-2
541,107,2,2025-1
542,107,8,2025-1
543,108,2,2025-1
544,108,3,2024-1
545,108,5,2025-1
546,108,7,2024-2
547,109,4,2024-2
548,109,8,2024-2
549,109,1,2024-2
550,109,2,2024-1
551,109,3,2024-2
552,109,6,2024-1
553,110,4,2025-1
554,110,7,2024-2
555,110,6,2025-1
556,110,5,2025-1
557,111,7,2024-1
558,111,2,2025-1
559,111,5,2024-2
560,111,8,2025-1
561,111,6,2024-2
562,111,1,2025-1
563,112,3,2024-2
564,112,8,2025-1
565,112,6,2025-1
566,112,7,2024-1
567,112,5,2024-1
568,112,4,2024-2
569,113,5,2025-1
570,113,7,2024-1
571,113,6,2024-1
572,113,2,2024-1
573,114,6,2025-1
574,114,7,2025-1
575,114,2,2024-2
576,114,4,2025-1
577,114,5,2024-2
578,114,1,2024-2
579,115,2,2025-1
580,115,6,2024-2
581,115,1,2024-2
582,115,4,2024-2
583,115,3,2024-2
584,116,1,2025-1
585,116,7,2025-1
586,116,6,2024-2
587,116,8,2024-1
588,116,4,2025-1
589,116,3,2024-2
590,117,7,2024-2
591,117,8,2024-2
592,117,2,2024-2
593,117,4,2024-2
594,118,3,2024-1
595,118,5,2025-1
596,118,4,2024-2
597,118,8,2024-1
598,118,1,2024-1
599,118,6,2024-1
600,119,8,2025-1
601,119,1,2024-2
602,119,4,2024-1
603,119,2,2024-2
604,119,5,2024-1
605,120,6,2024-2
606,120,3,2025-1
607,120,1,2024-2
608,120,7,2025-1
609,120,2,2025-1
610,120,8,2024-1
611,121,2,2024-2
612,121,6,2024-1
613,121,1,2024-1
614,121,7,2025-1
615,121,8,2024-1
616,122,8,2025-1
617,122,1,2024-1
618,122,7,2024-2
619,122,3,2024-1
620,122,6,2024-1
621,122,2,2024-2
622,123,2,2024-2
623,123,1,2024-1
624,123,3,2024-2
625,123,6,2024-1
626,124,3,2025-1
627,124,1,2024-1
628,124,5,2024-2
629,124,6,2024-2
630,124,7,2025-1
631,124,8,2024-1
632,125,3,2024-1
633,125,4,2024-1
634,125,5,2024-1
635,125,7,2025-1
636,125,2,2025-1
637,125,1,2024-2
638,126,7,2025-1
639,126,3,2024-1
640,126,2,2024-1
641,126,6,2025-1
642,126,8,2025-1
643,127,5,2025-1
644,127,7,2025-1
645,127,6,2025-1
646,127,1,2024-1
647,127,3,2025-1
648,127,8,2024-2
649,128,1,2024-1
650,128,7,2024-1
651,128,2,2024-2
652,128,4,2025-1
653,128,5,2025-1
654,129,1,2024-2
655,129,3,2025-1
656,129,7,2024-2
657,129,2,2024-2
658,130,3,2024-1
659,130,7,2024-1
660,130,4,2024-2
661,130,1,2024-1
662,130,5,2024-1
663,130,8,2024-1
664,131,5,2024-2
665,131,6,2025-1
666,131,7,2024-2
667,131,8,2024-1
668,131,4,2025-1
669,132,3,2024-1
670,132,8,2024-1
671,132,1,2025-1
672,132,7,2024-2
673,132,6,2024-2
674,132,5,2025-1
675,133,2,2024-1
676,133,3,2024-1
677,133,6,2024-2
678,133,4,2024-1
679,133,8,2024-2
680,133,1,2025-1
681,134,1,2025-1
682,134,3,2024-1
683,134,6,2025-1
684,134,2,2024-1
685,134,8,2024-1
686,134,4,2024-2
687,135,5,2025-1
688,135,2,2024-1
689,135,3,2024-1
690,135,7,2024-2
691,135,6,2024-2
692,136,2,2024-2
693,136,3,2024-2
694,136,6,2025-1
695,136,5,2024-2
696,136,1,2024-1
697,137,3,2025-1
698,137,8,2025-1
699,137,2,2025-1
700,137,7,2024-1
701,137,1,2024-1
702,138,1,2024-2
703,138,8,2024-2
704,138,7,2024-1
705,138,2,2024-1
706,138,6,2024-1
707,138,5,2025-1
708,139,7,2024-2
709,139,2,2024-2
710,139,3,2024-1
711,139,8,2025-1
712,139,4,2024-2
713,139,6,2024-1
714,140,1,2024-1
715,140,2,2024-2
716,140,7,2024-2
717,140,5,2024-2
718,140,8,2024-2
719,140,6,2024-1
720,141,8,2024-2
721,141,1,2025-1
722,141,3,2025-1
723,141,2,2024-1
724,141,6,2024-2
725,141,4,2024-2
726,142,8,2024-1
727,142,7,2024-2
728,142,2,2024-1
729,142,5,2024-1
730,142,6,2025-1
731,142,1,2024-2
732,143,1,2024-1
733,143,3,2025-1
734,143,8,2024-1
735,143,4,2024-2
736,143,7,2024-2
737,143,6,2024-1
738,144,5,2025-1
739,144,1,2024-2
740,144,7,2025-1
741,144,2,2024-2
742,145,2,2025-1
743,145,5,2024-2
744,145,1,2024-1
745,145,7,2025-1
746,145,8,2025-1
747,146,7,2024-2
748,146,6,2024-2
749,146,2,2024-2
750,146,8,2024-2
751,147,6,2024-1
752,147,3,2024-1
753,147,4,2025-1
754,147,7,2024-1
755,147,2,2024-1
756,147,1,2024-1
757,148,8,2024-1
758,148,4,2025-1
759,148,3,2024-2
760,148,7,2024-1
761,149,5,2024-1
762,149,4,2025-1
763,149,3,2024-2
764,149,1,2025-1
765,149,8,2025-1
766,150,1,2024-1
767,150,2,2024-2
768,150,3,2024-2
769,150,7,2025-1
770,150,8,2024-1
771,150,6,2025-1
772,151,5,2024-2
773,151,7,2025-1
774,151,2,2025-1
775,151,1,2025-1
776,151,4,2024-1
777,152,8,2024-1
778,152,1,2024-1
779,152,2,2024-1
780,152,7,2024-1
781,153,7,2025-1
782,153,3,2025-1
783,153,6,2024-2
784,153,1,2024-1
785,154,2,2024-1
786,154,8,2024-1
787,154,6,2024-2
788,154,4,2024-1
789,155,8,2024-2
790,155,1,2025-1
791,155,2,2024-2
792,155,5,2024-2
793,156,7,2024-2
794,156,6,2024-1
795,156,4,2024-1
796,156,2,2024-2
797,157,8,2025-1
798,157,2,2024-2
799,157,1,2024-2
800,157,5,2024-2
801,157,7,2025-1
802,158,1,2024-2
803,158,8,2024-1
804,158,3,2025-1
805,158,4,2025-1
806,158,2,2024-1
807,159,1,2024-2
808,159,4,2024-2
809,159,6,2025-1
810,159,3,2025-1
811,159,7,2024-2
812,159,5,2024-2
813,160,3,2024-1
814,160,1,2024-2
815,160,8,2024-1
816,160,5,2024-2
817,160,2,2025-1
818,161,4,2024-2
819,161,2,2025-1
820,161,1,2025-1
821,161,7,2024-1
822,161,5,2024-1
823,162,7,2024-2
824,162,3,2025-1
825,162,2,2025-1
826,162,6,2024-2
827,162,5,2025-1
828,162,8,2024-1
829,163,6,2025-1
830,163,5,2024-2
831,163,7,2024-1
832,163,2,2024-2
833,163,8,2024-1
834,163,4,2024-1
835,164,4,2025-1
836,164,5,2024-2
837,164,2,2024-1
838,164,1,2024-2
839,165,4,2024-1
840,165,7,2024-1
841,165,2,2024-1
842,165,3,2025-1
843,165,6,2025-1
844,165,8,2024-1
845,166,6,2025-1
846,166,1,2024-1
847,166,3,2024-2
848,166,4,2024-2
849,167,3,2025-1
850,167,2,2024-2
851,167,6,2024-1
852,167,4,2025-1
853,167,5,2025-1
854,168,6,2024-2
855,168,2,2025-1
856,168,8,2025-1
857,168,5,2024-2
858,168,7,2024-1
859,168,4,2024-1
860,169,1,2025-1
861,169,6,2024-2
862,169,5,2025-1
863,169,4,2024-1
864,169,8,2025-1
865,169,7,2025-1
866,170,8,2024-1
867,170,2,2024-2
868,170,3,2024-2
869,170,1,2024-1
870,171,2,2024-2
871,171,7,2024-1
872,171,6,2024-1
873,171,3,2025-1
874,171,4,2024-1
875,171,1,2024-2
876,172,2,2024-2
877,172,6,2025-1
878,172,1,2024-2
879,172,7,2024-1
880,172,4,2024-2
881,173,7,2024-2
882,173,3,2025-1
883,173,5,2025-1
884,173,4,2025-1
885,173,1,2024-1
886,174,8,2024-1
887,174,1,2024-2
888,174,7,2024-2
889,174,3,2024-1
890,175,6,2025-1
891,175,2,2024-1
892,175,4,2025-1
893,175,7,2024-1
894,176,8,2025-1
895,176,6,2024-2
896,176,1,2024-1
897,176,4,2024-1
898,176,2,2024-1
899,177,4,2025-1
900,177,2,2024-2
901,177,8,2024-2
902,177,5,2024-1
903,177,3,2024-1
904,178,7,2024-1
905,178,5,2024-1
906,178,8,2024-2
907,178,4,2024-1
908,179,2,2024-1
909,179,3,2024-1
910,179,6,2024-1
911,179,5,2024-1
912,179,4,2024-1
913,180,5,2024-2
914,180,1,2024-2
915,180,4,2025-1
916,180,7,2024-2
917,180,3,2024-1
918,180,2,2025-1
919,181,7,2024-2
920,181,2,2024-1
921,181,3,2024-2
922,181,4,2024-2
923,181,6,2024-2
924,181,1,2024-2
925,182,5,2025-1
926,182,8,2025-1
927,182,1,2024-1
928,182,2,2024-1
929,183,6,2024-1
930,183,7,2024-2
931,183,5,2025-1
932,183,4,2024-2
933,183,2,2025-1
934,183,3,2025-1
935,184,4,2025-1
936,184,8,2024-1
937,184,3,2025-1
938,184,1,2025-1
939,184,7,2025-1
940,185,3,2024-1
941,185,1,2024-1
942,185,4,2024-1
943,185,2,2024-2
944,185,5,2024-1
945,185,7,2025-1
946,186,4,2024-2
947,186,7,2025-1
948,186,6,2024-1
949,186,2,2024-1
950,186,3,2024-2
951,187,7,2025-1
952,187,5,2025-1
953,187,3,2025-1
954,187,6,2025-1
955,187,4,2024-2
956,187,1,2024-1
957,188,3,2024-1
958,188,2,2025-1
959,188,5,2024-1
960,188,6,2024-2
961,188,1,2025-1
962,189,7,2024-1
963,189,3,2024-1
964,189,4,2024-2
965,189,6,2024-2
966,189,5,2024-1
967,190,7,2025-1
968,190,1,2024-2
969,190,4,2024-2
970,190,3,2024-2
971,190,2,2024-1
972,190,8,2024-2
973,191,5,2024-1
974,191,3,2024-2
975,191,4,2025-1
976,191,1,2024-2
977,191,2,2024-2
978,192,7,2024-2
979,192,5,2024-1
980,192,6,2024-2
981,192,1,2025-1
982,192,2,2024-2
983,193,6,2024-2
984,193,7,2025-1
985,193,1,2025-1
986,193,5,2024-2
987,193,2,2024-1
988,193,8,2025-1
989,194,1,2024-1
990,194,2,2024-2
991,194,7,2024-1
992,194,6,2024-2
993,194,8,2025-1
994,194,4,2024-1
995,195,6,2025-1
996,195,7,2024-1
997,195,4,2025-1
998,195,5,2024-1
999,195,8,2024-1
1000,196,8,2025-1
1001,196,5,2025-1
1002,196,4,2024-2
1003,196,2,2024-2
1004,196,6,2024-1
1005,197,2,2024-1
1006,197,3,2025-1
1007,197,1,2024-1
1008,197,4,2024-1
1009,197,6,2025-1
1010,198,4,2025-1
1011,198,3,2024-1
1012,198,6,2025-1
1013,198,8,2024-1
1014,199,3,2024-1
1015,199,6,2024-2
1016,199,2,2025-1
1017,199,5,2024-2
1018,199,1,2025-1
1019,200,5,2024-1
1020,200,4,2024-2
1021,200,7,2024-2
1022,200,3,2025-1
1023,200,6,2025-1
1024,200,2,2025-1
1025,201,2,2024-2
1026,201,1,2025-1
1027,201,5,2024-1
1028,201,3,2024-2
1029,201,6,2024-1
1030,202,5,2025-1
1031,202,6,2025-1
1032,202,3,2025-1
1033,202,7,2024-2
1034,202,8,2024-1
1035,203,4,2025-1
1036,203,1,2024-2
1037,203,5,2025-1
1038,203,8,2024-1
1039,204,1,2024-2
1040,204,6,2024-2
1041,204,4,2025-1
1042,204,3,2024-1
1043,204,5,2025-1
1044,204,2,2025-1
1045,205,4,2024-2
1046,205,3,2025-1
1047,205,6,2024-2
1048,205,2,2024-1
1049,205,8,2025-1
1050,205,7,2025-1
1051,206,5,2025-1
1052,206,1,2024-2
1053,206,4,2025-1
1054,206,2,2025-1
1055,207,6,2024-2
1056,207,8,2024-1
1057,207,1,2025-1
1058,207,2,2024-2
1059,208,6,2024-2
1060,208,3,2024-1
1061,208,7,2024-2
1062,208,5,2024-1
1063,208,8,2025-1
1064,209,2,2024-2
1065,209,4,2025-1
1066,209,8,2024-2
1067,209,5,2024-2
1068,209,1,2024-1
1069,209,3,2024-1
1070,210,4,2024-2
1071,210,3,2024-1
1072,210,8,2024-2
1073,210,5,2025-1
1074,211,2,2024-2
1075,211,4,2025-1
1076,211,3,2024-1
1077,211,8,2024-1
1078,212,5,2024-2
1079,212,2,2024-1
1080,212,7,2024-1
1081,212,8,2025-1
1082,212,6,2024-2
1083,213,7,2024-1
1084,213,4,2025-1
1085,213,8,2024-1
1086,213,6,2025-1
1087,213,5,2024-2
1088,213,1,2024-1
1089,214,4,2024-1
1090,214,1,2025-1
1091,214,6,2024-2
1092,214,7,2024-2
1093,214,2,2024-1
1094,215,7,2024-1
1095,215,5,2024-1
1096,215,8,2024-1
1097,215,3,2024-2
1098,216,8,2024-2
1099,216,6,2025-1
1100,216,5,2024-1
1101,216,7,2024-2
1102,216,3,2024-2
1103,217,4,2024-1
1104,217,2,2025-1
1105,217,8,2024-1
1106,217,1,2024-1
1107,217,7,2025-1
1108,218,3,2024-2
1109,218,1,2025-1
1110,218,8,2024-2
1111,218,7,2025-1
1112,219,1,2025-1
1113,219,5,2024-1
1114,219,8,2024-2
1115,219,6,2024-2
1116,219,7,2024-2
1117,219,4,2024-1
1118,220,5,2025-1
1119,220,4,2025-1
1120,220,6,2024-1
1121,220,2,2024-2
1122,220,8,2024-2
1123,220,3,2025-1
1124,221,5,2024-2
1125,221,8,2024-1
1126,221,7,2025-1
1127,221,2,2025-1
1128,222,2,2025-1
1129,222,3,2024-1
1130,222,1,2024-2
1131,222,6,2025-1
1132,222,4,2024-1
1133,222,5,2024-2
1134,223,7,2025-1
1135,223,3,2024-2
1136,223,2,2024-2
1137,223,1,2024-1
1138,223,4,2024-1
1139,223,5,2024-1
1140,224,2,2025-1
1141,224,1,2024-1
1142,224,5,2025-1
1143,224,4,2025-1
1144,224,8,2024-1
1145,224,7,2024-2
1146,225,4,2024-1
1147,225,8,2024-1
1148,225,3,2024-1
1149,225,6,2024-2
1150,225,7,2024-2
1151,225,1,2025-1
1152,226,7,2024-1
1153,226,6,2024-1
1154,226,1,2025-1
1155,226,8,2025-1
1156,226,5,2024-1
1157,227,6,2024-2
1158,227,4,2024-2
1159,227,5,2024-1
1160,227,3,2024-1
1161,227,1,2024-2
1162,228,8,2025-1
1163,228,3,2024-1
1164,228,4,2024-1
1165,228,6,2024-1
1166,228,5,2025-1
1167,229,1,2024-2
1168,229,7,2025-1
1169,229,2,2025-1
1170,229,8,2024-2
1171,229,4,2024-1
1172,229,3,2025-1
1173,230,6,2024-2
1174,230,5,2024-1
1175,230,1,2024-2
1176,230,2,2024-2
1177,230,4,2024-1
1178,231,5,2025-1
1179,231,6,2025-1
1180,231,3,2025-1
1181,231,1,2025-1
1182,232,4,2025-1
1183,232,6,2025-1
1184,232,3,2024-1
1185,232,5,2024-2
1186,232,1,2024-2
1187,232,2,2025-1
1188,233,7,2025-1
1189,233,2,2024-1
1190,233,5,2025-1
1191,233,6,2024-2
1192,233,1,2024-2
1193,233,4,2024-1
1194,234,8,2024-2
1195,234,3,2024-1
1196,234,2,2025-1
1197,234,7,2024-1
1198,235,7,2025-1
1199,235,4,2024-2
1200,235,2,2024-1
1201,235,1,2024-2
1202,235,8,2024-2
1203,235,6,2024-2
1204,236,8,2024-1
1205,236,6,2024-2
1206,236,7,2024-2
1207,236,1,2024-1
1208,237,1,2025-1
1209,237,7,2024-1
1210,237,8,2025-1
1211,237,5,2025-1
1212,237,3,2024-2
1213,237,4,2024-2
1214,238,1,2025-1
1215,238,7,2025-1
1216,238,2,2025-1
1217,238,4,2024-2
1218,238,3,2025-1
1219,239,6,2024-1
1220,239,8,2024-1
1221,239,4,2024-2
1222,239,1,2024-2
1223,239,5,2025-1
1224,239,3,2024-2
1225,240,6,2024-1
1226,240,8,2025-1
1227,240,1,2025-1
1228,240,7,2025-1
1229,240,2,2024-2
1230,240,4,2024-1
1231,241,4,2024-2
1232,241,2,2024-1
1233,241,1,2025-1
1234,241,8,2024-2
1235,241,7,2024-1
1236,242,1,2024-2
1237,242,6,2024-2
1238,242,7,2025-1
1239,242,5,2025-1
1240,242,8,2025-1
1241,243,8,2025-1
1242,243,1,2024-2
1243,243,5,2025-1
1244,243,7,2024-2
1245,244,3,2024-2
1246,244,6,2025-1
1247,244,5,2025-1
